id_film,id_film_lain,kemiripan
16,149532,1.0
16,144482,1.0
16,143257,1.0
16,142973,1.0
16,142566,1.0
16,142074,1.0
16,138104,1.0
16,136447,1.0
16,134881,1.0
16,133583,1.0
24,138863,1.0
24,134130,1.0
24,132796,1.0
24,129428,1.0
24,126929,1.0
24,122131,1.0
24,121231,1.0
24,120400,1.0
24,118880,1.0
24,117750,1.0
32,140715,1.0
32,139620,1.0
32,135288,1.0
32,134881,1.0
32,133583,1.0
32,132961,1.0
32,132146,1.0
32,131842,1.0
32,131724,1.0
32,131502,1.0
47,139747,1.0
47,139620,1.0
47,136562,1.0
47,135887,1.0
47,135288,1.0
47,134881,1.0
47,133832,1.0
47,133583,1.0
47,132961,1.0
47,132146,1.0
50,143385,1.0
50,142488,1.0
50,139620,1.0
50,136890,1.0
50,135504,1.0
50,120478,1.0
50,118576,1.0
50,117881,1.0
50,115824,1.0
50,114028,1.0
110,149532,1.0
110,143385,1.0
110,142973,1.0
110,142566,1.0
110,142488,1.0
110,139620,1.0
110,138702,1.0
110,138104,1.0
110,136890,1.0
110,136447,1.0
150,140265,1.0
150,136598,1.0
150,135288,1.0
150,134881,1.0
150,134130,1.0
150,133583,1.0
150,133419,1.0
150,132961,1.0
150,132146,1.0
150,131842,1.0
161,149532,1.0
161,142973,1.0
161,142566,1.0
161,140265,1.0
161,138104,1.0
161,136598,1.0
161,134881,1.0
161,133583,1.0
161,132961,1.0
161,132146,1.0
165,134881,1.0
165,133583,1.0
165,132961,1.0
165,132146,1.0
165,131842,1.0
165,131502,1.0
165,130840,1.0
165,127186,1.0
165,127146,1.0
165,127108,1.0
204,134393,1.0
204,133419,1.0
204,116887,1.0
204,115569,1.0
204,111360,1.0
204,110826,1.0
204,109864,1.0
204,108188,1.0
204,105351,1.0
204,104241,1.0
223,144656,1.0
223,143709,1.0
223,142562,1.0
223,142550,1.0
223,141305,1.0
223,135460,1.0
223,134881,1.0
223,134601,1.0
223,134170,1.0
223,133583,1.0
256,139642,1.0
256,129937,1.0
256,129239,1.0
256,122892,1.0
256,117529,1.0
256,117438,1.0
256,114182,1.0
256,111743,1.0
256,110771,1.0
256,109742,1.0
260,144656,1.0
260,143709,1.0
260,142562,1.0
260,142550,1.0
260,140820,1.0
260,140247,1.0
260,136564,1.0
260,135460,1.0
260,134881,1.0
260,134601,1.0
261,135288,1.0
261,134881,1.0
261,133583,1.0
261,132961,1.0
261,132146,1.0
261,131842,1.0
261,131656,1.0
261,131502,1.0
261,127198,1.0
261,127186,1.0
277,138863,1.0
277,132796,1.0
277,130490,1.0
277,129428,1.0
277,126929,1.0
277,122131,1.0
277,121231,1.0
277,120400,1.0
277,118880,1.0
277,117750,1.0
296,149532,1.0
296,143385,1.0
296,142973,1.0
296,142566,1.0
296,142488,1.0
296,141305,1.0
296,140737,1.0
296,140725,1.0
296,138952,1.0
296,138702,1.0
318,149532,1.0
318,143385,1.0
318,142973,1.0
318,142566,1.0
318,142488,1.0
318,141305,1.0
318,139747,1.0
318,139620,1.0
318,139385,1.0
318,138702,1.0
349,148238,1.0
349,146656,1.0
349,143385,1.0
349,142488,1.0
349,141432,1.0
349,141305,1.0
349,140777,1.0
349,139642,1.0
349,139415,1.0
349,136890,1.0
356,149532,1.0
356,143385,1.0
356,142973,1.0
356,142566,1.0
356,142488,1.0
356,140265,1.0
356,140247,1.0
356,139747,1.0
356,139385,1.0
356,138702,1.0
377,148238,1.0
377,143385,1.0
377,142536,1.0
377,142488,1.0
377,141432,1.0
377,141305,1.0
377,140777,1.0
377,139415,1.0
377,136890,1.0
377,136562,1.0
380,144656,1.0
380,143709,1.0
380,142562,1.0
380,142550,1.0
380,140247,1.0
380,136564,1.0
380,135460,1.0
380,134881,1.0
380,134601,1.0
380,134130,1.0
457,135887,1.0
457,134881,1.0
457,133583,1.0
457,132961,1.0
457,132146,1.0
457,131842,1.0
457,131724,1.0
457,131502,1.0
457,130840,1.0
457,130784,1.0
480,143385,1.0
480,142488,1.0
480,141305,1.0
480,139642,1.0
480,136890,1.0
480,134170,1.0
480,130520,1.0
480,129354,1.0
480,120478,1.0
480,118888,1.0
527,146656,1.0
527,143385,1.0
527,142488,1.0
527,140247,1.0
527,136890,1.0
527,136447,1.0
527,128360,1.0
527,127208,1.0
527,120478,1.0
527,118760,1.0
589,146684,1.0
589,143257,1.0
589,142488,1.0
589,140820,1.0
589,140737,1.0
589,140247,1.0
589,139620,1.0
589,136890,1.0
589,131920,1.0
589,131724,1.0
590,144656,1.0
590,143709,1.0
590,142562,1.0
590,142550,1.0
590,142507,1.0
590,136564,1.0
590,136447,1.0
590,135460,1.0
590,134601,1.0
590,134393,1.0
592,149532,1.0
592,144482,1.0
592,142973,1.0
592,142566,1.0
592,142507,1.0
592,142074,1.0
592,140820,1.0
592,139642,1.0
592,138104,1.0
592,134393,1.0
593,141305,1.0
593,136562,1.0
593,133832,1.0
593,131724,1.0
593,131013,1.0
593,130840,1.0
593,130784,1.0
593,129354,1.0
593,128671,1.0
593,127323,1.0
