id_film,id_film_lain,kemiripan
16,99007,1.000000000000016
16,96110,1.000000000000016
16,93805,1.000000000000016
16,64285,1.000000000000016
16,7039,1.000000000000016
16,6650,1.000000000000016
16,4868,1.000000000000016
16,2351,1.000000000000016
16,3431,1.0000000000000087
16,63859,1.000000000000007
24,3267,1.000000000000016
24,3512,1.000000000000004
24,1848,1.0000000000000018
24,2677,1.0000000000000007
24,2497,1.0000000000000007
24,2301,1.0000000000000007
24,1126,1.0000000000000004
24,2731,1.0000000000000002
24,127152,1.0
24,122892,1.0
32,79357,1.000000000000016
32,43376,1.000000000000016
32,34528,1.000000000000016
32,8833,1.000000000000016
32,7792,1.000000000000016
32,3747,1.000000000000016
32,973,1.000000000000016
32,27075,1.000000000000009
32,49932,1.000000000000007
32,3925,1.000000000000004
47,45028,1.000000000000016
47,7016,1.000000000000016
47,325,1.000000000000009
47,26492,1.000000000000007
47,6850,1.000000000000007
47,4426,1.000000000000007
47,62250,1.000000000000004
47,25855,1.000000000000004
47,7889,1.000000000000004
47,7216,1.000000000000004
50,56607,1.000000000000016
50,45183,1.000000000000016
50,26838,1.000000000000016
50,7926,1.000000000000016
50,5803,1.000000000000016
50,3412,1.000000000000016
50,2851,1.000000000000016
50,62250,1.0000000000000107
50,3747,1.0000000000000107
50,91128,1.0000000000000102
110,26838,1.000000000000016
110,6743,1.000000000000016
110,5282,1.000000000000016
110,36525,1.000000000000007
110,4969,1.000000000000007
110,7616,1.0000000000000053
110,4535,1.000000000000004
110,2693,1.000000000000004
110,7228,1.0000000000000033
110,5382,1.0000000000000033
150,65514,1.000000000000016
150,8404,1.000000000000016
150,4679,1.000000000000016
150,106696,1.0000000000000107
150,115617,1.000000000000007
150,3051,1.000000000000004
150,2077,1.000000000000004
150,74275,1.0000000000000018
150,4721,1.0000000000000018
150,4518,1.0000000000000007
161,96417,1.000000000000016
161,93838,1.000000000000016
161,26662,1.000000000000016
161,26283,1.000000000000016
161,8833,1.000000000000016
161,8809,1.000000000000016
161,7792,1.000000000000016
161,7419,1.000000000000016
161,2929,1.000000000000016
161,125,1.000000000000016
165,6062,1.000000000000016
165,4406,1.0000000000000087
165,3741,1.0000000000000087
165,31424,1.000000000000004
165,568,1.000000000000004
165,69278,1.0000000000000022
165,78088,1.0000000000000018
165,43376,1.0000000000000018
165,34334,1.0000000000000007
165,891,1.0000000000000007
204,4499,1.000000000000004
204,3105,1.000000000000004
204,2247,1.000000000000004
204,7163,1.0000000000000027
204,1554,1.0000000000000027
204,425,1.0000000000000027
204,87192,1.0000000000000018
204,2447,1.0000000000000016
204,133195,1.0
204,122892,1.0
223,93805,1.000000000000016
223,90647,1.000000000000016
223,574,1.000000000000016
223,66798,1.0000000000000107
223,47124,1.0000000000000107
223,528,1.0000000000000087
223,97230,1.000000000000007
223,74946,1.000000000000007
223,26838,1.000000000000007
223,7836,1.000000000000007
256,1321,1.000000000000007
256,1081,1.000000000000007
256,2454,1.000000000000004
256,781,1.0000000000000027
256,3219,1.0000000000000018
256,2648,1.0000000000000018
256,57528,1.0000000000000016
256,53953,1.0000000000000004
256,39446,1.0000000000000002
256,136020,1.0
260,111113,1.000000000000016
260,81158,1.000000000000016
260,57504,1.000000000000016
260,8998,1.000000000000016
260,3585,1.000000000000016
260,1897,1.000000000000016
260,96,1.0000000000000102
260,7023,1.000000000000007
260,7562,1.0000000000000053
260,4046,1.000000000000004
261,2114,1.000000000000016
261,81,1.000000000000016
261,2718,1.0000000000000087
261,946,1.0000000000000053
261,1184,1.000000000000004
261,1373,1.0000000000000027
261,217,1.0000000000000024
261,1873,1.0000000000000016
261,1480,1.0000000000000007
261,1381,1.0000000000000007
277,49272,1.000000000000007
277,4499,1.000000000000007
277,1224,1.000000000000004
277,563,1.000000000000004
277,82,1.000000000000004
277,23,1.000000000000004
277,56801,1.0000000000000033
277,74458,1.0000000000000027
277,49530,1.0000000000000027
277,4148,1.0000000000000027
296,82169,1.000000000000016
296,58432,1.000000000000016
296,26838,1.000000000000016
296,5974,1.000000000000016
296,5707,1.000000000000016
296,5319,1.000000000000016
296,42002,1.0000000000000133
296,62250,1.0000000000000107
296,25855,1.0000000000000107
296,7925,1.0000000000000107
318,86852,1.000000000000016
318,80094,1.000000000000016
318,72386,1.000000000000016
318,58432,1.000000000000016
318,7943,1.000000000000016
318,7926,1.000000000000016
318,6909,1.000000000000016
318,3079,1.000000000000016
318,59709,1.0000000000000133
318,7165,1.0000000000000133
349,973,1.0000000000000107
349,82852,1.000000000000007
349,30816,1.000000000000006
349,66335,1.0000000000000056
349,55253,1.000000000000004
349,5105,1.000000000000004
349,3889,1.000000000000004
349,1650,1.000000000000004
349,87222,1.0000000000000027
349,2399,1.0000000000000027
356,88950,1.000000000000016
356,80094,1.000000000000016
356,53460,1.000000000000016
356,6374,1.0000000000000107
356,31427,1.000000000000007
356,7228,1.0000000000000033
356,3834,1.0000000000000033
356,722,1.0000000000000033
356,1427,1.0000000000000027
356,8254,1.0000000000000022
377,94985,1.000000000000016
377,37240,1.000000000000016
377,7091,1.000000000000016
377,3678,1.000000000000016
377,325,1.000000000000009
377,6587,1.0000000000000087
377,6986,1.000000000000007
377,6566,1.000000000000007
377,5968,1.000000000000007
377,117,1.000000000000004
380,100383,1.000000000000016
380,52952,1.000000000000016
380,32456,1.000000000000016
380,3011,1.000000000000016
380,982,1.000000000000016
380,58803,1.000000000000007
380,34528,1.0000000000000053
380,5668,1.000000000000004
380,2267,1.000000000000004
380,453,1.000000000000004
457,64034,1.000000000000016
457,62250,1.000000000000016
457,41226,1.000000000000016
457,31225,1.000000000000016
457,25855,1.000000000000016
457,451,1.000000000000016
457,66335,1.0000000000000098
457,3432,1.000000000000009
457,51884,1.000000000000007
457,6783,1.000000000000007
480,7121,1.000000000000016
480,3643,1.000000000000016
480,27816,1.0000000000000107
480,7311,1.000000000000007
480,69278,1.0000000000000056
480,89761,1.0000000000000053
480,7016,1.0000000000000053
480,85342,1.000000000000004
480,31184,1.000000000000004
480,3675,1.000000000000004
527,8998,1.000000000000016
527,7303,1.000000000000016
527,41226,1.0000000000000107
527,39414,1.0000000000000107
527,6816,1.0000000000000107
527,935,1.0000000000000107
527,61465,1.0000000000000053
527,59141,1.0000000000000033
527,45732,1.0000000000000033
527,43679,1.0000000000000027
589,50160,1.000000000000016
589,27674,1.000000000000016
589,26838,1.000000000000016
589,7762,1.000000000000016
589,4939,1.000000000000016
589,4318,1.000000000000016
589,2267,1.000000000000016
589,42002,1.0000000000000133
589,39449,1.0000000000000133
589,26283,1.0000000000000107
590,84615,1.000000000000016
590,8199,1.000000000000016
590,3079,1.000000000000016
590,55768,1.0000000000000107
590,4432,1.0000000000000107
590,4628,1.0000000000000098
590,41226,1.000000000000007
590,27020,1.000000000000007
590,6783,1.000000000000007
590,4275,1.000000000000007
592,78088,1.000000000000016
592,34532,1.000000000000016
592,4868,1.000000000000016
592,74668,1.0000000000000107
592,45003,1.0000000000000107
592,102123,1.000000000000007
592,86320,1.000000000000007
592,43333,1.000000000000007
592,36535,1.000000000000007
592,1232,1.000000000000007
593,78088,1.000000000000016
593,27482,1.000000000000016
593,107314,1.0000000000000107
593,4850,1.0000000000000107
593,34334,1.0000000000000087
593,50160,1.000000000000007
593,829,1.0000000000000022
593,1650,1.0000000000000018
593,4535,1.0000000000000016
593,6658,1.0000000000000004
597,8809,1.000000000000016
597,3525,1.000000000000016
597,943,1.000000000000004
597,271,1.000000000000004
597,4711,1.0000000000000027
597,2922,1.0000000000000027
597,1860,1.0000000000000027
597,115170,1.0000000000000016
597,86628,1.0000000000000016
597,330,1.0000000000000004
608,7307,1.000000000000016
608,1005,1.000000000000016
608,2661,1.0000000000000133
608,3604,1.0000000000000107
608,3457,1.000000000000007
608,45003,1.0000000000000053
608,3054,1.000000000000004
608,2554,1.000000000000004
608,1184,1.000000000000004
608,2965,1.0000000000000033
648,6909,1.000000000000016
648,103075,1.0000000000000107
648,102684,1.0000000000000107
648,7116,1.0000000000000087
648,33830,1.000000000000007
648,26492,1.000000000000007
648,116161,1.0000000000000053
648,5319,1.0000000000000053
648,4629,1.000000000000004
648,2240,1.000000000000004
719,307,1.0000000000000022
719,111362,1.000000000000001
719,6800,1.0000000000000007
719,3476,1.0000000000000007
719,1272,1.0000000000000007
719,5867,1.0000000000000002
719,268,1.0000000000000002
719,122882,1.0
719,119145,1.0
719,115617,1.0
724,3952,1.000000000000016
724,8981,1.000000000000004
724,1299,1.0000000000000033
724,27801,1.0000000000000027
724,8966,1.0000000000000027
724,3983,1.0000000000000027
724,2301,1.0000000000000027
724,1202,1.0000000000000027
724,482,1.0000000000000027
724,1658,1.0000000000000007
736,51418,1.000000000000016
736,6591,1.000000000000016
736,2905,1.0000000000000107
736,79139,1.0000000000000049
736,96281,1.000000000000004
736,88954,1.000000000000004
736,65982,1.000000000000004
736,2693,1.000000000000004
736,2236,1.000000000000004
736,1043,1.000000000000004
780,90647,1.000000000000016
780,74228,1.000000000000016
780,6587,1.0000000000000087
780,88954,1.000000000000004
780,7060,1.000000000000004
780,1043,1.000000000000004
780,3676,1.0000000000000033
780,4203,1.0000000000000027
780,90717,1.0000000000000018
780,85367,1.0000000000000018
858,8751,1.0000000000000107
858,60161,1.000000000000007
858,59421,1.000000000000007
858,55094,1.000000000000007
858,39414,1.000000000000007
858,6591,1.000000000000007
858,67665,1.000000000000004
858,2059,1.0000000000000033
858,74275,1.0000000000000027
858,54881,1.0000000000000018
912,56757,1.0000000000000107
912,8751,1.0000000000000107
912,6629,1.000000000000007
912,26704,1.000000000000004
912,4728,1.000000000000004
912,4424,1.000000000000004
912,3077,1.000000000000004
912,2373,1.0000000000000029
912,53550,1.0000000000000013
912,528,1.0000000000000007
968,65514,1.000000000000016
968,1091,1.000000000000016
968,8501,1.0000000000000133
968,4941,1.0000000000000089
968,42718,1.000000000000007
968,32598,1.000000000000007
968,2668,1.000000000000007
968,1701,1.000000000000007
968,4388,1.0000000000000058
968,90603,1.000000000000004
1061,96,1.000000000000007
1061,5803,1.0000000000000053
1061,59126,1.000000000000004
1061,8596,1.000000000000004
1061,3519,1.000000000000004
1061,2732,1.000000000000004
1061,540,1.000000000000004
1061,334,1.000000000000004
1061,100390,1.0000000000000027
1061,79428,1.0000000000000027
1089,56012,1.0000000000000107
1089,8576,1.0000000000000107
1089,62250,1.0000000000000102
1089,7925,1.0000000000000102
1089,4480,1.0000000000000058
1089,2195,1.0000000000000058
1089,1979,1.0000000000000058
1089,5347,1.0000000000000033
1089,862,1.0000000000000018
1089,31424,1.0000000000000016
1136,90647,1.000000000000016
1136,61986,1.000000000000016
1136,50160,1.000000000000016
1136,26271,1.000000000000016
1136,8379,1.000000000000016
1136,7064,1.000000000000016
1136,4956,1.000000000000016
1136,2178,1.000000000000016
1136,39414,1.000000000000007
1136,31427,1.000000000000007
1196,98124,1.000000000000016
1196,93805,1.000000000000016
1196,5685,1.000000000000016
1196,7039,1.0000000000000102
1196,8501,1.000000000000005
1196,7023,1.000000000000004
1196,937,1.000000000000004
1196,451,1.000000000000004
1196,70533,1.0000000000000018
1196,5668,1.0000000000000018
1198,90647,1.000000000000016
1198,26838,1.000000000000016
1198,6591,1.000000000000016
1198,26471,1.0000000000000107
1198,25855,1.0000000000000107
1198,50792,1.000000000000007
1198,131656,1.0000000000000053
1198,7616,1.0000000000000053
1198,4932,1.0000000000000053
1198,4708,1.000000000000004
1210,7039,1.000000000000016
1210,4868,1.000000000000016
1210,3289,1.000000000000016
1210,2351,1.000000000000016
1210,1827,1.000000000000016
1210,65133,1.0000000000000102
1210,4711,1.000000000000004
1210,3330,1.000000000000004
1210,1099,1.000000000000004
1210,91104,1.0000000000000027
1213,4744,1.000000000000016
1213,3930,1.000000000000016
1213,8870,1.0000000000000107
1213,5685,1.0000000000000107
1213,1924,1.0000000000000087
1213,50514,1.000000000000007
1213,6850,1.000000000000007
1213,2173,1.000000000000004
1213,5438,1.0000000000000033
1213,6177,1.0000000000000018
1220,96811,1.000000000000016
1220,62956,1.000000000000016
1220,479,1.000000000000016
1220,43,1.000000000000016
1220,122886,1.0000000000000107
1220,34534,1.0000000000000087
1220,6783,1.000000000000007
1220,6235,1.000000000000004
1220,2038,1.000000000000004
1220,715,1.000000000000004
1221,60161,1.000000000000016
1221,8751,1.000000000000016
1221,6591,1.000000000000016
1221,1076,1.000000000000016
1221,6695,1.000000000000009
1221,4744,1.000000000000007
1221,3142,1.000000000000007
1221,45003,1.0000000000000053
1221,4708,1.000000000000004
1221,844,1.000000000000004
1222,62250,1.000000000000016
1222,55284,1.000000000000016
1222,26838,1.000000000000016
1222,7925,1.000000000000016
1222,4591,1.000000000000016
1222,973,1.000000000000016
1222,39715,1.0000000000000107
1222,42721,1.000000000000007
1222,4495,1.000000000000004
1222,3925,1.000000000000004
1233,3153,1.000000000000016
1233,96811,1.0000000000000102
1233,25855,1.0000000000000102
1233,7056,1.0000000000000102
1233,5747,1.0000000000000102
1233,49651,1.000000000000007
1233,2414,1.0000000000000053
1233,91077,1.000000000000004
1233,6183,1.0000000000000007
1233,8690,1.0000000000000004
1243,127152,1.000000000000007
1243,62250,1.000000000000007
1243,45431,1.000000000000007
1243,37729,1.000000000000007
1243,8958,1.000000000000007
1243,4299,1.000000000000004
1243,1816,1.000000000000004
1243,3536,1.0000000000000027
1243,8042,1.0000000000000018
1243,7076,1.0000000000000018
1258,64622,1.000000000000016
1258,47423,1.000000000000016
1258,39444,1.000000000000016
1258,66335,1.0000000000000098
1258,113345,1.000000000000009
1258,3077,1.000000000000004
1258,53460,1.0000000000000033
1258,74698,1.0000000000000027
1258,96829,1.0000000000000018
1258,3457,1.0000000000000018
1265,98124,1.000000000000016
1265,3566,1.000000000000016
1265,2071,1.000000000000016
1265,40414,1.000000000000007
1265,7841,1.000000000000007
1265,7039,1.000000000000007
1265,6371,1.000000000000007
1265,3390,1.000000000000007
1265,1432,1.000000000000007
1265,8578,1.000000000000004
1267,1935,1.000000000000016
1267,3230,1.0000000000000107
1267,81782,1.0000000000000053
1267,3937,1.0000000000000053
1267,4186,1.000000000000004
1267,8520,1.0000000000000018
1267,2338,1.0000000000000018
1267,47044,1.000000000000001
1267,6294,1.000000000000001
1267,144976,1.0
1270,67665,1.000000000000016
1270,45028,1.000000000000016
1270,26172,1.000000000000016
1270,7039,1.000000000000016
1270,6909,1.000000000000016
1270,3480,1.000000000000016
1270,50792,1.000000000000007
1270,7943,1.000000000000007
1270,3604,1.000000000000007
1270,3004,1.000000000000007
1287,7981,1.000000000000016
1287,7303,1.000000000000016
1287,4186,1.000000000000004
1287,891,1.000000000000004
1287,3354,1.0000000000000027
1287,748,1.0000000000000027
1287,4553,1.0000000000000018
1287,1461,1.0000000000000018
1287,1016,1.0000000000000018
1287,2249,1.0000000000000007
1580,111113,1.000000000000016
1580,90647,1.000000000000016
1580,81156,1.000000000000016
1580,40414,1.000000000000016
1580,6951,1.0000000000000087
1580,102407,1.000000000000004
1580,30803,1.000000000000004
1580,2753,1.000000000000004
1580,1545,1.000000000000004
1580,263,1.000000000000004
1617,43376,1.000000000000016
1617,31225,1.000000000000016
1617,27311,1.000000000000016
1617,7070,1.000000000000016
1617,6538,1.000000000000016
1617,61075,1.0000000000000133
1617,6888,1.0000000000000133
1617,6482,1.0000000000000133
1617,7118,1.0000000000000056
1617,2828,1.000000000000004
1721,114935,1.000000000000016
1721,7618,1.000000000000016
1721,90647,1.000000000000004
1721,90345,1.000000000000004
1721,43376,1.000000000000004
1721,3808,1.000000000000004
1721,1948,1.000000000000004
1721,42002,1.0000000000000027
1721,7311,1.0000000000000027
1721,5963,1.0000000000000027
1923,78544,1.000000000000016
1923,26375,1.000000000000016
1923,7649,1.000000000000016
1923,4220,1.000000000000016
1923,3734,1.000000000000016
1923,3634,1.000000000000016
1923,3141,1.000000000000016
1923,2475,1.000000000000016
1923,1840,1.000000000000016
1923,1450,1.000000000000016
1961,96417,1.000000000000016
1961,61160,1.000000000000016
1961,26283,1.000000000000016
1961,8833,1.000000000000016
1961,7792,1.000000000000016
1961,3747,1.000000000000016
1961,2195,1.0000000000000058
1961,30803,1.000000000000004
1961,4577,1.000000000000004
1961,4535,1.000000000000004
2021,50068,1.000000000000006
2021,81782,1.000000000000004
2021,8833,1.000000000000004
2021,7792,1.000000000000004
2021,7448,1.000000000000004
2021,7419,1.000000000000004
2021,5525,1.000000000000004
2021,5112,1.000000000000004
2021,3135,1.000000000000004
2021,2983,1.000000000000004
2028,71464,1.000000000000016
2028,7087,1.000000000000016
2028,4956,1.000000000000016
2028,973,1.0000000000000107
2028,7033,1.000000000000007
2028,2205,1.0000000000000053
2028,3824,1.000000000000004
2028,3834,1.0000000000000033
2028,1474,1.0000000000000033
2028,1332,1.0000000000000027
2105,4541,1.000000000000004
2105,1078,1.000000000000004
2105,896,1.000000000000004
2105,3983,1.0000000000000033
2105,1202,1.0000000000000033
2105,3873,1.0000000000000022
2105,71530,1.0000000000000018
2105,2132,1.0000000000000018
2105,986,1.0000000000000018
2105,915,1.0000000000000018
2161,2905,1.0000000000000107
2161,4941,1.0000000000000102
2161,56587,1.0000000000000018
2161,40959,1.0000000000000018
2161,7018,1.0000000000000018
2161,71838,1.0000000000000016
2161,3037,1.0000000000000016
2161,943,1.0000000000000007
2161,74789,1.0000000000000002
2161,134853,1.0
2194,62250,1.000000000000016
2194,41226,1.000000000000016
2194,26838,1.000000000000016
2194,6909,1.000000000000016
2194,973,1.000000000000016
2194,66335,1.0000000000000098
2194,81562,1.000000000000007
2194,51931,1.000000000000007
2194,52975,1.000000000000004
2194,2568,1.000000000000004
2396,5649,1.000000000000016
2396,3296,1.0000000000000018
2396,574,1.0000000000000018
2396,2563,1.0000000000000004
2396,148626,1.0
2396,134368,1.0
2396,129937,1.0
2396,122892,1.0
2396,117529,1.0
2396,116887,1.0
2407,5282,1.000000000000016
2407,3513,1.000000000000016
2407,2996,1.000000000000016
2407,5267,1.0000000000000102
2407,1855,1.000000000000009
2407,6591,1.000000000000007
2407,14,1.000000000000007
2407,52975,1.000000000000004
2407,60397,1.0000000000000033
2407,2732,1.0000000000000027
2455,926,1.000000000000007
2455,1979,1.0000000000000058
2455,4406,1.000000000000004
2455,3685,1.0000000000000027
2455,1351,1.0000000000000027
2455,2506,1.0000000000000024
2455,4617,1.0000000000000022
2455,4533,1.0000000000000022
2455,94959,1.0000000000000018
2455,7156,1.0000000000000018
2467,84392,1.000000000000016
2467,81229,1.000000000000016
2467,80489,1.000000000000016
2467,7305,1.000000000000016
2467,2457,1.000000000000016
2467,1347,1.000000000000016
2467,5506,1.000000000000007
2467,2719,1.000000000000007
2467,3821,1.0000000000000056
2467,2815,1.000000000000004
2502,120466,1.000000000000016
2502,99813,1.000000000000016
2502,60161,1.000000000000016
2502,59421,1.000000000000009
2502,44840,1.0000000000000082
2502,7925,1.000000000000007
2502,7056,1.000000000000007
2502,7023,1.000000000000007
2502,4054,1.000000000000007
2502,5055,1.000000000000004
2542,89904,1.000000000000016
2542,7832,1.000000000000016
2542,5747,1.000000000000016
2542,5568,1.0000000000000098
2542,4562,1.000000000000007
2542,70159,1.000000000000004
2542,2067,1.0000000000000038
2542,111443,1.0000000000000027
2542,74156,1.0000000000000018
2542,8520,1.0000000000000018
2571,97230,1.000000000000016
2571,77240,1.000000000000016
2571,51418,1.000000000000016
2571,26838,1.000000000000016
2571,4936,1.000000000000016
2571,3515,1.000000000000016
2571,42002,1.0000000000000133
2571,25940,1.0000000000000107
2571,25855,1.0000000000000107
2571,95720,1.0000000000000098
2628,107314,1.0000000000000107
2628,31364,1.0000000000000107
2628,46967,1.0000000000000053
2628,1012,1.000000000000004
2628,334,1.000000000000004
2628,7305,1.0000000000000027
2628,6239,1.0000000000000027
2628,5177,1.0000000000000027
2628,4406,1.0000000000000027
2628,3326,1.0000000000000027
2716,93805,1.000000000000016
2716,78088,1.000000000000016
2716,8998,1.000000000000016
2716,7016,1.000000000000016
2716,4956,1.000000000000016
2716,96432,1.0000000000000102
2716,4090,1.0000000000000087
2716,86320,1.000000000000007
2716,78729,1.0000000000000053
2716,122900,1.000000000000004
2728,56339,1.000000000000016
2728,36517,1.000000000000016
2728,31410,1.000000000000016
2728,3618,1.0000000000000107
2728,4901,1.0000000000000053
2728,3301,1.0000000000000033
2728,2383,1.0000000000000033
2728,2249,1.0000000000000033
2728,432,1.0000000000000033
2728,2379,1.0000000000000027
2762,27482,1.000000000000016
2762,8809,1.000000000000016
2762,42002,1.0000000000000133
2762,8959,1.000000000000007
2762,6186,1.000000000000007
2762,5556,1.000000000000007
2762,1176,1.000000000000007
2762,2205,1.0000000000000053
2762,8596,1.000000000000004
2762,4708,1.000000000000004
2858,90647,1.000000000000016
2858,26838,1.000000000000016
2858,25805,1.000000000000016
2858,8809,1.000000000000016
2858,5001,1.000000000000016
2858,71910,1.0000000000000133
2858,6374,1.0000000000000107
2858,1940,1.0000000000000107
2858,60941,1.000000000000007
2858,50160,1.000000000000007
2947,79242,1.000000000000016
2947,65596,1.000000000000016
2947,7448,1.000000000000016
2947,6797,1.000000000000016
2947,5893,1.000000000000016
2947,5112,1.000000000000016
2947,2583,1.000000000000016
2947,2090,1.000000000000016
2947,1150,1.000000000000016
2947,1017,1.000000000000016
2959,7026,1.0000000000000107
2959,4850,1.0000000000000107
2959,91128,1.0000000000000102
2959,31251,1.000000000000007
2959,7925,1.000000000000004
2959,1069,1.0000000000000033
2959,63062,1.0000000000000029
2959,117176,1.0000000000000022
2959,91094,1.0000000000000022
2959,86628,1.0000000000000022
3256,65514,1.000000000000016
3256,62394,1.000000000000016
3256,112183,1.0000000000000107
3256,6374,1.0000000000000107
3256,34534,1.0000000000000087
3256,2747,1.0000000000000087
3256,89629,1.000000000000007
3256,50792,1.000000000000007
3256,3788,1.000000000000004
3256,2491,1.000000000000004
3421,2457,1.000000000000016
3421,81782,1.000000000000004
3421,65596,1.000000000000004
3421,49651,1.000000000000004
3421,26375,1.000000000000004
3421,25855,1.000000000000004
3421,8833,1.000000000000004
3421,7792,1.000000000000004
3421,7419,1.000000000000004
3421,7023,1.000000000000004
3578,80094,1.000000000000016
3578,34532,1.000000000000016
3578,31116,1.000000000000016
3578,94070,1.0000000000000133
3578,5527,1.0000000000000133
3578,52042,1.000000000000007
3578,3206,1.000000000000007
3578,107314,1.0000000000000053
3578,71910,1.0000000000000027
3578,2771,1.0000000000000013
4011,48322,1.000000000000016
4011,27311,1.000000000000016
4011,124859,1.0000000000000133
4011,127098,1.000000000000007
4011,8520,1.000000000000007
4011,4757,1.000000000000007
4011,103341,1.0000000000000053
4011,66798,1.0000000000000053
4011,3035,1.000000000000004
4011,114439,1.0000000000000033
4027,96281,1.000000000000016
4027,92259,1.000000000000016
4027,7649,1.000000000000016
4027,5668,1.000000000000016
4027,1791,1.0000000000000133
4027,27618,1.0000000000000087
4027,78467,1.000000000000007
4027,72380,1.000000000000007
4027,55241,1.000000000000007
4027,36525,1.000000000000007
4033,4571,1.000000000000016
4033,7013,1.0000000000000053
4033,6711,1.0000000000000027
4033,4128,1.0000000000000018
4033,2580,1.0000000000000018
4033,2124,1.0000000000000018
4033,1252,1.0000000000000018
4033,141,1.0000000000000018
4033,134853,1.0
4033,134393,1.0
4085,3007,1.000000000000016
4085,5499,1.000000000000007
4085,2558,1.000000000000007
4085,107069,1.000000000000004
4085,31184,1.000000000000004
4085,3728,1.0000000000000018
4085,3155,1.0000000000000018
4085,842,1.0000000000000013
4085,134853,1.0000000000000007
4085,115617,1.0000000000000004
4262,100326,1.000000000000016
4262,26838,1.000000000000016
4262,3090,1.000000000000016
4262,1944,1.000000000000016
4262,66335,1.0000000000000098
4262,50160,1.0000000000000087
4262,64285,1.000000000000007
4262,7416,1.0000000000000027
4262,7016,1.0000000000000018
4262,6783,1.0000000000000018
4306,7943,1.000000000000016
4306,2236,1.0000000000000107
4306,34334,1.0000000000000087
4306,31424,1.000000000000004
4306,31184,1.000000000000004
4306,4921,1.000000000000004
4306,213,1.000000000000004
4306,5527,1.0000000000000027
4306,3445,1.0000000000000027
4306,414,1.0000000000000027
4963,41226,1.000000000000016
4963,26838,1.000000000000016
4963,8404,1.000000000000016
4963,7649,1.000000000000016
4963,4672,1.000000000000016
4963,3747,1.000000000000016
